JKT,JKM,GRS,LT,LB,Category
5,3,3,230,350,1
4,4,0,321,250,2
4,3,1,98,150,2
3,2,1,250,200,1
3,2,1,63,180,1
3,7,4,192,320,2
8,3,0,197,170,1
3,2,1,207,130,2
5,2,5,380,314,2
6,3,0,574,353,2
1,1,0,45,40,0
2,2,1,113,95,0
4,2,0,140,140,1
4,3,2,269,140,2
4,5,2,109,235,1
3,2,0,165,120,1
4,2,1,200,200,2
3,2,2,130,150,1
3,2,1,144,300,2
3,4,1,120,200,1
4,2,0,418,260,2
4,2,1,418,260,2
3,2,0,139,110,2
4,3,2,521,500,2
4,3,1,277,324,2
5,3,2,333,214,1
4,2,1,160,115,1
5,3,1,230,350,1
3,3,1,216,200,2
2,2,1,59,56,1
2,1,1,99,70,1
4,3,2,255,250,2
3,2,1,70,116,1
2,1,0,80,90,0
4,2,2,400,400,2
4,2,2,400,275,2
4,3,5,402,520,2
4,3,2,104,150,2
3,3,2,102,140,1
2,2,0,145,70,1
3,3,0,153,153,1
3,2,2,141,98,1
3,2,1,135,200,1
4,4,4,443,250,2
2,1,0,85,61,0
4,2,4,300,200,2
4,3,1,98,50,2
2,2,0,100,77,1
3,3,1,117,80,1
2,2,1,160,120,1
5,4,0,241,280,2
3,3,1,153,153,1
4,3,0,303,350,2
5,4,2,132,300,2
8,5,0,355,500,1
3,2,0,100,165,1
3,2,0,98,196,1
2,1,1,60,38,0
5,3,0,248,200,2
3,2,0,68,68,0
2,2,0,59,56,1
2,2,0,137,100,1
6,3,3,432,300,2
2,2,1,163,100,1
7,4,2,215,400,2
2,2,1,110,60,1
6,4,2,435,300,2
5,3,0,121,240,1
3,1,0,280,210,1
3,2,2,361,339,2
5,4,3,402,540,2
2,2,1,88,58,1
5,3,1,309,330,2
4,1,0,48,96,0
4,2,2,239,208,2
8,4,3,400,150,2
3,2,0,136,280,2
4,4,0,280,219,2
5,4,0,309,350,2
4,3,2,303,350,2
3,3,0,152,152,1
3,1,0,87,174,0
7,4,2,250,400,2
2,1,0,78,90,0
6,4,4,321,250,2
6,3,3,176,400,1
3,3,2,124,140,1
3,2,2,269,150,2
2,1,0,51,51,0
4,2,2,418,260,2
4,2,1,297,220,2
7,2,2,289,200,2
3,2,1,65,73,0
4,3,0,143,100,1
5,3,3,462,550,2
3,1,0,48,48,0
3,2,0,146,154,1
3,3,1,114,215,1
4,1,0,48,96,0
2,2,1,100,80,0
5,2,0,139,100,1
2,1,0,93,82,0
3,2,0,225,219,2
4,3,1,235,250,2
5,4,0,280,219,2
3,2,0,100,100,0
5,2,2,213,320,2
3,2,1,144,190,2
2,2,1,160,120,1
2,2,1,110,70,1
3,2,1,108,79,1
3,1,1,85,157,1
3,1,0,85,157,1
3,2,0,140,140,1
4,4,0,100,100,1
6,7,0,60,120,0
5,3,1,209,170,2
4,1,0,115,100,0
2,1,1,72,45,1
3,3,2,205,300,1
3,2,0,108,96,1
2,2,1,83,70,1
3,1,0,78,90,0
5,4,1,210,250,1
4,2,1,166,120,1
3,2,1,130,120,1
5,3,2,136,280,2
5,4,2,275,300,2
3,2,1,189,175,1
4,3,2,236,400,2
4,2,2,300,200,2
3,2,0,172,160,1
4,2,2,164,250,2
2,2,1,88,58,0
3,1,0,83,80,0
3,2,0,122,134,1
4,4,1,176,250,2
4,3,0,198,200,2
3,1,1,172,160,1
2,1,0,50,40,0
3,2,1,144,190,2
3,4,2,102,140,1
3,2,0,80,110,1
3,4,3,130,273,2
2,2,2,160,120,1
5,4,2,303,350,2
4,2,1,140,120,1
5,4,1,116,300,1
4,2,1,327,300,1
3,2,1,102,130,1
7,3,0,196,258,1
2,1,0,53,102,0
1,4,2,213,320,2
2,2,2,99,70,1
5,5,0,165,165,1
4,2,3,213,200,2
3,3,1,153,153,1
2,2,0,163,100,1
5,4,0,241,400,1
1,1,0,60,60,0
7,3,0,285,330,1
2,3,1,70,83,1
4,4,1,127,297,1
3,1,0,72,72,0
4,3,1,269,140,2
4,3,1,104,125,1
4,3,4,430,300,2
3,2,2,98,150,2
5,3,1,92,211,1
5,3,0,462,550,2
5,2,1,146,91,1
2,2,1,71,45,1
2,2,0,110,77,1
5,5,2,213,150,1
2,2,1,172,160,1
6,3,3,280,280,1
4,4,1,140,140,0
2,1,1,65,45,1
4,2,0,198,180,2
3,2,0,207,150,2
2,1,0,90,70,1
4,1,3,285,350,2
3,2,10,150,100,1
5,5,4,198,370,2
3,2,0,65,130,1
2,2,1,100,80,1
5,4,0,325,400,2
5,4,2,390,299,2
5,5,2,186,180,2
5,6,4,236,400,2
3,2,2,164,450,2
4,2,1,78,100,0
1,1,0,55,35,0
3,3,0,450,300,2
3,2,1,260,195,1
3,2,3,252,240,1
4,3,3,510,400,2
4,4,2,510,432,2
4,3,2,291,175,1
4,3,3,340,300,2
3,3,2,300,190,2
3,2,1,220,120,2
4,4,2,360,300,2
4,4,2,360,300,2
4,4,0,360,300,2
4,2,2,357,170,2
3,3,0,400,275,2
3,2,1,450,300,2
3,3,1,450,300,2
3,2,2,450,300,2
6,4,2,375,250,1
4,3,2,510,500,2
3,4,4,172,150,1
4,3,2,164,350,2
4,4,1,168,300,0
2,2,0,120,146,1
5,3,2,360,266,2
3,3,2,262,250,2
5,4,1,390,299,2
5,4,4,510,400,2
3,3,0,349,370,2
3,4,2,340,400,2
3,2,0,255,158,1
4,3,3,490,400,2
3,2,2,400,274,2
5,4,0,243,300,2
3,3,1,100,250,1
3,2,1,260,195,1
5,3,1,500,425,2
3,3,1,72,71,1
5,2,1,546,400,2
5,5,2,253,350,2
5,4,5,513,350,2
3,2,1,130,131,1
5,3,3,550,450,2
2,2,1,70,40,0
3,2,1,120,160,1
3,3,0,230,350,2
5,6,0,236,400,2
5,4,0,186,190,2
3,3,2,200,300,2
3,2,1,291,175,1
3,2,1,264,195,1
3,2,2,510,350,2
3,3,3,450,300,2
5,3,2,360,256,2
3,2,2,150,350,2
3,3,5,521,300,2
3,2,1,72,65,0
4,3,2,540,380,2
4,5,2,225,350,1
3,3,0,262,250,2
4,4,2,360,300,2
4,3,0,510,400,2
3,2,0,450,300,2
4,2,1,357,170,2
2,1,1,63,36,0
3,2,2,302,150,2
2,2,1,70,40,0
3,3,1,120,146,1
2,2,1,70,40,0
4,3,2,300,300,1
4,3,1,360,300,2
2,3,4,391,170,2
5,4,1,210,224,2
3,3,2,387,225,2
3,2,1,161,157,1
3,2,2,173,116,1
4,3,2,510,275,2
8,4,6,507,304,2
4,2,0,445,300,2
4,2,4,445,300,2
4,3,1,339,370,2
2,2,2,171,140,1
4,3,2,540,380,2
3,3,0,349,370,2
2,1,1,132,80,0
3,3,2,450,300,2
8,4,5,234,300,2
8,7,0,200,300,1
4,3,2,510,360,2
4,3,0,180,330,2
4,5,0,226,300,2
5,4,0,186,180,2
5,6,1,236,400,2
4,3,0,178,143,1
2,1,0,34,70,0
3,3,1,400,275,2
3,5,1,172,150,1
3,3,1,200,165,1
4,3,1,500,350,2
5,5,0,198,200,2
3,2,1,112,114,1
4,4,2,300,360,2
3,3,8,510,500,2
3,5,1,172,150,1
4,5,2,340,400,2
5,3,2,450,500,2
4,4,2,300,360,2
3,5,3,172,150,1
3,2,1,216,376,2
2,1,2,342,350,1
5,6,0,235,370,2
5,5,2,510,475,2
3,2,0,219,250,1
4,4,0,194,78,2
3,2,1,175,300,2
4,3,2,510,350,2
3,3,1,163,150,1
4,3,1,120,222,1
4,4,0,270,350,2
4,4,2,270,350,2
6,6,4,360,450,2
4,4,0,315,215,2
3,2,3,264,264,1
4,4,0,339,370,2
4,4,2,365,500,2
5,5,0,501,300,2
1,2,0,53,80,1
3,3,1,205,175,1
4,4,1,264,244,2
4,3,3,521,120,2
4,2,1,510,480,2
4,4,2,300,250,2
4,4,3,200,300,1
3,3,1,200,300,2
4,3,0,164,350,2
4,4,1,258,378,2
4,4,0,258,378,2
4,3,2,258,210,2
5,4,0,210,250,2
2,1,0,40,60,0
4,4,2,510,400,2
6,4,1,290,250,2
5,4,2,232,300,2
4,3,0,100,250,1
4,2,1,135,200,0
5,4,2,554,360,2
4,3,2,130,131,1
4,3,2,135,224,2
6,4,1,112,250,1
2,2,0,135,130,1
4,4,2,203,228,2
4,2,1,89,178,1
6,4,0,166,240,2
4,3,0,114,250,1
6,2,1,230,200,2
5,2,0,106,106,0
5,2,1,98,170,1
7,6,4,319,350,2
5,3,3,330,250,2
8,4,2,80,168,1
3,3,0,190,210,2
3,2,1,320,170,2
4,3,1,246,150,1
8,5,2,140,400,2
7,4,0,98,120,0
3,3,1,300,135,2
4,2,1,228,150,2
3,2,2,127,150,1
6,6,1,127,250,0
6,3,2,392,300,2
5,4,1,232,400,2
1,2,2,95,140,1
4,3,1,162,210,2
4,3,1,173,235,2
5,4,0,550,300,2
4,3,1,301,226,2
6,4,1,166,240,2
4,5,3,550,293,2
5,5,0,232,300,2
7,4,2,120,200,1
6,4,0,166,240,2
4,3,2,265,300,2
4,3,0,280,200,2
4,5,1,150,257,1
6,3,6,557,300,2
6,3,1,300,300,1
4,3,2,119,264,2
3,3,2,355,250,2
7,4,0,140,200,1
2,1,1,98,80,1
4,2,0,99,200,1
3,2,2,300,172,2
4,3,1,246,140,1
3,2,1,165,96,1
5,2,0,86,156,0
5,4,2,248,250,1
3,2,0,70,45,0
3,2,0,81,156,1
3,2,2,72,65,0
6,3,1,166,250,2
3,3,1,173,250,2
4,3,0,326,223,2
5,3,1,105,104,1
4,3,2,117,122,1
4,4,1,128,150,1
4,3,2,135,142,1
2,1,0,66,60,0
4,3,2,120,115,1
3,2,0,120,105,1
5,4,3,228,252,2
3,2,1,90,75,1
3,2,1,90,120,0
4,2,0,105,90,1
4,2,0,105,97,1
3,2,1,162,124,1
4,2,1,105,104,1
4,3,0,180,120,1
2,2,1,66,54,1
2,2,1,108,62,1
4,2,2,108,150,1
4,3,1,112,140,1
2,1,0,90,42,0
2,2,1,117,100,1
4,4,0,180,215,2
2,2,0,66,62,1
3,1,1,84,60,0
4,3,1,144,172,2
4,3,1,164,140,2
2,2,1,66,54,1
4,4,1,144,157,1
2,2,1,128,133,1
2,2,1,66,54,1
4,3,2,150,135,2
3,3,1,112,132,1
2,1,1,72,50,0
2,1,1,60,40,0
2,2,1,105,118,1
2,2,0,66,70,1
4,3,2,302,253,2
2,1,1,84,60,0
3,2,0,90,75,1
2,1,1,144,100,0
4,2,1,140,200,1
3,3,10,144,157,1
3,3,1,120,142,1
3,3,1,135,147,2
3,2,1,105,130,1
3,2,1,105,130,1
3,3,1,144,160,2
5,3,3,600,450,2
2,1,1,84,50,0
2,1,1,72,41,0
5,4,1,300,388,2
3,2,2,107,150,1
2,2,1,66,66,1
2,1,1,62,38,0
2,2,1,69,65,0
2,1,1,84,60,0
3,2,1,105,77,1
4,3,2,132,130,1
2,2,1,109,62,1
3,3,0,132,130,1
5,3,0,185,180,1
3,2,0,61,69,0
3,2,0,62,69,0
3,2,0,120,142,2
2,2,1,66,54,1
3,2,0,84,100,0
2,2,0,77,21,1
4,2,1,112,120,1
2,1,1,90,42,0
2,2,1,66,55,1
3,2,0,60,68,0
4,3,0,120,137,1
3,2,2,218,128,0
2,1,1,128,133,1
2,2,0,128,133,1
2,2,1,77,105,1
4,3,2,162,182,2
4,3,1,305,216,2
2,1,1,90,70,0
2,2,0,90,75,0
4,2,1,118,120,1
4,2,1,90,120,0
4,3,1,130,200,1
4,1,2,135,142,1
2,1,1,90,60,0
3,2,2,90,75,1
3,1,1,72,89,0
4,2,0,84,180,0
2,2,0,66,54,1
2,2,1,77,62,1
2,1,1,55,40,0
3,3,0,90,86,1
3,2,1,92,130,0
2,2,0,117,100,1
2,1,1,60,60,0
4,2,0,105,97,1
2,2,0,105,75,1
5,5,2,232,252,2
4,4,1,128,133,1
4,3,0,162,210,2
3,2,0,105,130,1
4,3,0,132,130,1
2,2,0,105,77,1
2,2,0,163,77,2
3,2,0,107,103,1
2,2,1,66,66,1
3,3,1,120,144,1
3,2,0,105,115,1
4,3,1,120,130,1
6,3,1,238,230,1
2,2,0,105,80,1
2,2,1,77,105,1
4,2,0,105,104,1
2,1,0,105,48,0
5,3,0,450,550,2
3,3,1,175,250,0
3,2,0,280,500,1
3,3,1,66,54,1
2,1,0,90,120,0
4,3,0,105,130,1
2,2,0,105,69,1
2,2,0,105,75,1
2,2,1,105,75,1
2,2,1,109,62,1
2,2,1,117,77,1
3,1,0,116,90,0
2,1,1,135,49,1
4,4,1,147,118,0
3,2,1,105,115,1
5,4,4,232,252,2
3,2,1,105,115,1
2,1,1,84,54,0
4,4,0,105,150,1
4,3,1,228,252,2
2,1,0,72,45,0
3,2,1,162,124,1
2,2,0,66,66,1
4,2,0,105,97,1
3,2,2,187,100,0
2,1,1,128,133,1
2,1,1,84,75,0
3,2,1,162,124,1
2,2,0,77,71,1
3,2,0,90,75,1
4,4,0,294,223,2
3,3,1,128,148,1
3,3,1,144,157,1
2,2,1,108,62,1
2,2,0,90,60,0
3,3,0,112,132,1
3,2,0,168,124,1
4,3,1,114,80,1
4,3,1,144,200,2
3,2,0,60,98,0
4,3,0,216,261,2
2,1,1,72,45,0
2,1,1,72,40,0
4,4,0,180,215,2
2,1,1,91,51,0
2,1,1,72,50,0
3,2,1,133,100,1
2,1,1,36,60,0
6,3,0,120,150,1
3,2,0,60,70,0
3,2,0,60,70,0
4,2,2,230,278,1
8,2,1,119,213,1
4,3,2,168,300,1
4,3,2,178,150,1
4,3,2,168,340,1
3,2,1,89,171,1
2,1,1,112,51,1
4,1,0,163,142,1
1,2,2,495,500,2
2,1,2,280,170,1
4,3,1,91,125,0
2,1,1,72,45,0
3,2,0,121,198,1
4,2,1,100,180,1
3,3,1,109,60,1
7,4,0,66,120,0
3,3,0,190,130,1
3,2,2,201,120,1
3,2,1,169,145,1
2,1,0,112,61,0
4,4,0,70,70,0
4,4,1,147,100,1
3,2,1,169,145,1
2,1,0,60,30,0
3,2,1,180,140,1
2,1,3,280,170,1
4,4,4,500,510,2
4,1,1,81,96,0
1,1,1,72,50,0
3,2,2,302,200,2
2,2,2,100,100,1
1,1,1,40,22,0
2,2,1,162,95,1
3,3,1,140,180,1
4,3,1,144,150,0
5,4,1,220,250,1
3,2,2,108,100,1
3,3,3,345,400,2
7,4,0,215,350,1
4,3,0,528,368,2
5,3,2,117,270,1
3,2,1,108,100,1
6,1,1,225,220,1
3,2,0,102,90,0
3,3,1,120,100,1
2,1,4,280,170,1
4,3,1,168,300,1
2,1,1,60,30,0
5,4,2,130,200,1
5,3,2,120,200,1
8,4,1,180,400,1
3,2,0,156,200,1
4,2,0,130,170,1
2,1,1,95,90,0
3,2,2,101,130,1
4,3,0,136,176,1
4,2,0,158,220,1
3,2,4,280,170,1
3,2,0,280,170,1
3,1,3,160,120,1
2,1,4,280,170,1
3,2,1,100,100,1
2,2,0,234,100,2
1,1,0,40,22,0
2,2,1,91,52,1
4,3,1,168,320,1
4,2,1,109,140,1
1,1,1,30,21,0
2,3,3,264,264,1
4,2,2,279,290,1
4,5,1,202,150,1
3,2,1,170,200,1
6,3,0,70,140,1
5,1,1,353,253,2
4,4,1,507,500,2
4,4,1,216,300,2
4,3,3,563,520,2
3,2,1,108,100,1
3,2,1,133,120,1
3,3,1,280,170,1
7,2,1,330,200,1
2,1,0,187,150,1
4,2,2,164,375,2
4,3,1,138,360,2
3,2,3,251,413,2
5,3,1,140,270,1
5,4,0,293,247,2
3,3,1,150,210,1
3,2,1,180,140,1
2,1,1,112,61,1
3,2,1,121,198,1
5,2,1,195,140,1
2,2,1,90,150,1
7,3,1,450,250,1
5,2,0,144,100,1
2,1,1,102,51,1
3,2,2,89,170,1
2,1,1,80,48,0
5,5,1,394,394,2
3,2,1,108,96,0
5,3,0,138,200,1
4,1,1,163,142,1
4,2,2,120,140,0
2,2,2,72,129,1
3,2,2,251,413,2
5,4,3,102,264,1
4,2,1,194,160,1
3,1,1,120,100,0
3,2,2,161,80,1
3,2,1,119,110,0
4,3,1,78,180,0
3,2,1,136,100,1
3,1,1,108,70,0
3,2,2,256,237,2
3,2,1,50,56,0
4,2,2,127,200,1
2,1,1,60,40,0
3,2,1,169,145,1
6,4,2,182,320,1
3,2,1,101,130,1
4,3,1,155,210,1
4,2,2,345,400,2
4,4,2,320,500,2
4,2,0,97,130,0
4,3,2,168,300,1
3,2,1,169,145,1
5,3,1,140,160,1
4,3,1,168,336,1
4,4,2,288,400,2
2,2,0,333,450,2
5,5,2,145,275,2
3,3,2,145,250,2
3,2,5,156,160,1
3,2,0,130,72,0
5,6,10,288,400,2
1,1,1,267,267,2
5,6,2,288,400,2
6,2,1,233,250,2
4,4,1,72,130,1
6,4,1,224,216,2
4,4,2,112,180,1
6,4,2,213,279,1
4,2,0,126,145,1
3,2,0,78,180,0
4,3,2,224,126,1
3,1,1,190,170,2
5,3,0,225,283,2
4,4,2,145,280,2
3,2,2,230,230,2
4,2,0,300,200,1
2,2,0,165,200,2
3,2,2,261,200,2
5,3,0,283,220,2
1,3,3,175,280,2
4,6,1,250,300,2
7,4,2,410,300,2
5,3,2,308,295,2
7,5,2,219,400,1
4,3,1,105,170,1
3,2,2,112,180,1
7,2,1,191,160,2
3,2,1,131,200,1
2,1,0,59,50,0
5,2,0,140,1,2
6,3,0,390,262,2
4,2,0,160,120,1
2,1,1,185,160,1
3,2,0,90,106,1
4,4,0,155,265,1
4,2,2,196,109,1
4,4,2,187,185,1
4,2,2,257,300,1
4,3,0,120,145,1
7,4,0,142,240,1
3,2,0,56,78,0
5,3,0,190,230,2
4,4,2,102,160,1
3,2,0,221,165,1
5,2,0,210,169,1
6,4,2,365,300,2
3,4,1,114,170,1
4,2,2,210,230,2
3,3,1,265,350,2
4,4,1,80,120,1
3,2,0,72,110,1
4,1,2,300,200,1
6,4,2,410,300,2
3,1,0,400,500,2
7,4,2,183,270,0
7,2,1,241,300,1
3,2,0,70,46,0
3,3,0,187,185,1
4,3,0,112,170,1
3,3,0,187,185,1
4,2,0,220,134,1
3,3,0,213,150,2
6,2,0,230,200,1
4,3,0,180,99,1
7,5,1,219,400,1
8,5,0,219,400,1
3,2,2,224,126,1
3,2,0,101,90,0
3,3,1,213,100,2
3,3,0,117,165,1
3,3,2,117,165,1
4,2,0,90,200,0
3,2,0,142,76,0
2,1,0,86,65,0
4,3,0,130,185,2
5,3,2,225,283,2
3,2,1,195,220,2
2,1,1,164,104,1
7,7,1,81,60,0
6,3,2,212,150,2
5,1,1,280,250,2
7,3,1,178,200,1
5,4,3,277,380,2
6,2,1,178,200,1
6,6,2,213,279,1
5,3,4,306,548,2
5,3,3,225,283,2
6,5,2,235,400,2
4,3,0,120,180,1
3,1,1,93,71,1
4,2,0,300,200,2
2,2,2,160,250,1
5,3,0,283,220,2
4,2,1,280,200,2
8,3,2,112,200,1
6,2,0,446,300,2
8,5,0,590,250,2
5,4,0,277,450,2
2,1,0,86,100,1
4,4,0,170,270,1
7,4,2,365,300,2
5,3,1,238,180,1
4,2,0,285,300,2
4,4,3,145,250,2
6,3,2,390,262,2
3,2,1,186,225,1
3,2,0,186,225,2
3,2,6,329,410,2
7,3,3,509,220,2
4,2,1,220,200,2
3,2,0,191,180,1
3,2,2,191,180,1
4,3,1,187,240,2
4,2,1,183,140,1
4,3,2,120,180,1
6,3,1,98,200,1
7,5,4,295,500,2
6,4,0,365,300,2
5,4,2,150,275,2
4,4,1,144,150,1
4,3,2,215,376,2
4,3,3,280,230,2
6,4,1,164,200,2
4,3,1,322,200,2
2,1,1,84,50,0
4,2,1,196,109,1
3,3,1,65,80,1
4,4,1,107,220,1
4,3,1,264,400,2
3,1,1,72,58,0
2,1,2,84,64,0
5,4,2,300,250,2
4,4,2,145,250,2
5,3,2,153,275,1
4,2,3,358,198,2
5,3,1,213,180,1
7,4,1,191,150,1
3,2,1,230,180,2
6,2,2,419,300,2
5,3,1,320,390,2
6,6,3,287,454,2
4,3,2,262,200,1
5,3,1,174,300,1
3,2,0,56,78,0
5,3,1,174,300,1
2,2,1,72,65,1
4,5,2,300,350,2
5,2,1,134,280,1
3,2,2,225,185,2
3,2,1,220,180,2
2,1,1,60,36,0
8,6,4,295,500,2
3,2,2,295,154,2
3,2,0,124,124,1
3,2,3,329,410,2
3,3,1,102,160,1
7,4,1,419,325,2
7,3,1,254,400,2
5,3,2,257,180,1
2,1,0,89,80,0
5,3,1,283,220,2
4,4,0,320,450,2
4,3,0,143,177,2
7,6,2,240,400,2
3,2,0,230,180,2
4,3,2,109,160,1
3,3,0,200,185,1
4,2,0,262,200,1
2,2,1,200,120,1
3,2,2,388,320,2
4,2,0,183,140,1
6,3,1,202,220,1
4,3,1,325,350,2
4,3,1,325,350,2
4,2,1,160,200,1
4,4,1,288,400,2
7,2,2,185,300,2
4,4,0,200,300,2
2,3,1,63,120,1
2,2,2,360,120,1
2,1,1,98,68,0
3,3,1,122,184,1
2,1,1,60,50,0
3,2,0,303,80,2
3,2,1,84,90,1
2,1,1,72,36,0
4,2,1,112,185,1
2,1,1,93,60,0
3,2,1,172,142,1
5,2,1,84,128,0
4,2,1,122,185,1
3,3,0,120,150,1
3,2,0,84,100,1
4,3,2,232,400,2
5,3,0,150,112,1
2,1,1,66,33,0
3,2,1,105,95,1
4,4,2,360,178,2
3,1,1,160,100,1
1,1,1,60,22,0
2,3,5,340,120,1
2,2,2,99,160,1
2,6,4,560,500,2
4,3,2,128,130,1
2,2,2,105,115,1
1,3,4,560,500,2
2,1,2,99,160,1
3,3,5,340,120,1
2,1,0,57,36,0
2,2,0,57,55,0
2,2,0,51,50,0
3,3,1,92,100,1
2,1,1,60,40,0
3,3,1,122,184,1
3,2,0,160,100,1
2,1,0,50,30,0
3,2,0,83,70,0
3,2,0,58,36,0
2,1,1,75,40,0
5,3,0,150,280,1
3,3,1,92,100,1
5,3,1,160,250,1
3,2,1,60,60,0
2,1,1,94,56,0
2,1,1,98,75,0
2,1,1,93,60,0
2,1,1,90,50,0
2,2,1,105,80,1
2,1,1,60,50,0
2,2,0,83,90,0
3,2,2,230,98,1
2,1,1,90,36,0
3,4,1,121,174,1
2,2,5,600,150,2
5,1,1,180,175,1
3,2,1,90,120,0
4,3,1,153,200,1
2,2,0,72,80,1
3,2,1,60,60,0
4,2,0,200,120,1
2,2,0,105,140,1
3,2,1,160,100,1
3,2,2,90,96,1
2,1,1,93,75,0
2,2,1,51,50,0
2,1,1,98,66,0
3,3,1,120,150,1
2,1,1,82,36,0
3,2,1,98,75,0
6,4,1,324,384,2
3,2,5,280,120,1
2,2,1,53,45,0
3,2,1,96,70,0
4,3,1,220,207,2
2,2,2,105,80,1
3,2,1,84,55,0
3,2,1,85,55,0
3,2,1,87,55,0
3,2,1,88,55,0
3,2,1,90,55,0
2,1,1,33,71,0
2,1,1,36,80,0
2,1,1,55,80,0
6,3,0,120,250,1
4,4,2,120,115,1
4,2,4,300,80,1
2,1,1,200,80,1
3,2,1,200,80,1
2,2,0,157,90,1
5,3,2,360,178,2
3,2,1,212,140,1
1,1,1,136,161,0
3,2,0,300,200,2
3,3,1,119,134,1
2,1,1,93,60,0
2,1,1,98,68,0
3,2,2,172,142,1
3,2,0,212,140,1
2,2,1,161,300,1
2,1,5,340,120,1
2,1,1,72,43,0
2,1,1,68,33,0
2,2,1,50,51,0
3,1,1,90,30,0
3,2,1,105,80,0
3,3,5,340,120,1
3,2,1,60,52,0
3,2,1,70,117,0
4,2,1,63,103,0
3,2,1,70,100,0
3,3,1,122,180,1
4,1,0,147,85,0
3,2,1,108,100,1
2,1,1,77,75,0
2,2,1,163,100,1
3,2,0,326,155,1
3,2,1,75,110,0
2,1,1,136,45,0
5,2,2,300,212,1
5,3,0,212,300,1
2,1,0,155,75,1
1,1,1,91,40,0
2,2,1,105,110,1
5,2,1,84,126,0
3,2,2,72,84,0
2,1,1,72,45,0
2,1,1,171,45,0
2,1,0,155,75,1
2,1,1,154,80,0
2,1,0,75,36,0
3,2,1,75,80,0
2,1,0,94,45,0
2,1,0,94,56,0
3,3,1,120,150,1
3,2,1,88,166,1
3,2,2,72,64,0
3,3,2,312,250,1
6,3,0,465,465,2
2,1,1,86,56,0
2,2,0,74,150,1
2,2,0,84,60,0
2,2,1,120,60,0
3,2,1,88,160,1
4,2,1,160,75,1
5,3,1,150,150,1
4,4,1,122,185,1
6,5,2,229,400,2
3,2,1,70,100,0
2,1,1,93,75,0
3,3,1,260,70,1
2,1,1,57,36,0
4,2,0,200,160,1
2,2,1,112,90,0
3,3,1,92,100,1
4,5,1,150,230,1
4,1,0,139,278,1
4,3,1,300,200,1
3,3,0,94,188,0
2,1,1,70,51,0
2,2,1,66,51,0
3,3,2,165,90,1
3,2,1,312,200,1
5,2,1,159,226,0
3,3,1,120,90,1
2,2,1,105,210,1
2,2,1,115,95,0
1,1,0,91,40,0
2,2,0,180,150,0
2,1,1,93,73,0
1,1,0,90,30,0
3,3,2,165,90,1
4,2,1,58,100,0
2,1,1,61,41,0
2,2,1,61,45,0
2,1,1,61,30,0
2,1,1,81,36,0
3,2,1,86,180,1
2,1,1,91,50,0
2,2,1,139,201,0
3,2,0,201,139,0
3,2,0,98,75,0
2,2,0,200,75,1
2,1,1,51,33,0
3,2,1,74,84,0
2,2,1,105,55,0
6,2,1,348,500,2
3,2,1,90,96,1
2,1,0,57,36,0
2,2,0,66,51,0
2,1,0,70,51,0
2,2,0,50,45,0
3,2,0,55,64,0
3,2,0,55,72,0
2,2,0,81,45,0
2,1,0,121,50,0
2,1,0,57,55,0
2,1,0,93,60,0
2,1,2,144,70,0
3,2,1,58,36,0
3,2,1,166,200,1
4,4,1,122,185,1
2,2,1,93,70,1
3,3,1,105,100,0
4,1,2,125,80,0
3,3,1,143,70,1
3,3,1,119,150,1
4,2,1,84,186,0
3,2,1,55,72,0
3,2,1,55,64,0
2,1,1,168,60,0
2,2,1,160,100,1
3,1,1,63,40,0
4,3,0,90,150,1
3,3,1,120,150,1
4,3,0,300,200,1
2,1,2,91,50,0
4,4,1,122,184,1
3,3,2,135,145,0
2,1,1,94,45,0
2,1,1,72,45,0
3,2,1,72,60,1
4,2,1,155,150,0
3,2,0,280,190,1
3,2,0,90,150,0
4,2,0,155,250,0
3,2,0,105,115,1
2,1,0,74,40,0
2,1,1,72,30,0
3,1,0,134,90,0
3,1,1,105,65,0
2,1,1,74,33,0
3,1,1,90,51,0
2,2,1,63,50,0
3,1,0,105,65,0
3,2,1,84,100,1
2,2,1,93,60,0
3,2,1,140,120,1
2,2,1,84,60,0
2,2,4,360,120,1
5,3,2,232,400,2
4,2,1,80,107,1
2,2,4,360,129,1
3,2,1,84,63,0
3,2,0,105,80,1
2,1,1,78,77,0
2,1,1,100,80,0
3,2,1,140,120,1
4,2,1,102,200,1
3,2,2,119,80,0
5,3,1,162,120,0
4,3,1,162,120,1
2,1,1,100,50,0
3,2,1,60,45,0
3,2,2,91,95,0
2,1,1,87,42,0
3,2,1,79,68,0
2,1,1,45,72,0
4,1,0,105,250,1
7,3,1,152,300,0
2,1,0,63,70,0
5,2,1,152,300,0
4,2,1,102,120,0
3,2,0,84,83,0
3,2,1,143,130,0
3,3,1,155,100,0
5,3,3,212,170,1
4,4,1,130,250,1
4,3,1,102,100,0
2,1,1,95,65,0
2,1,1,6,45,0
3,2,1,72,120,0
4,2,2,126,100,1
2,1,1,84,62,0
3,3,1,81,92,0
5,3,0,266,200,1
2,1,1,84,200,1
2,1,1,104,40,0
2,1,1,90,90,0
3,2,1,95,66,0
2,1,1,86,40,0
4,2,1,126,126,1
2,2,1,48,42,0
3,1,0,95,70,0
7,3,1,152,300,0
2,2,1,63,90,0
3,2,1,95,65,0
1,3,4,560,500,2
5,3,3,399,300,2
3,2,1,90,150,1
8,6,1,100,160,1
3,2,1,108,100,1
