JKT,JKM,GRS,LT,LB,Category
6,4,5,333,300,Mahal
5,3,1,183,300,Sedang
3,3,1,160,120,Sedang
3,3,0,198,264,Mahal
3,2,0,100,130,Sedang
4,4,2,120,200,Sedang
3,2,1,98,130,Sedang
5,4,2,160,236,Mahal
4,2,2,119,120,Sedang
5,2,2,267,125,Mahal
2,2,2,312,170,Sedang
5,5,1,507,500,Mahal
3,3,1,142,130,Sedang
5,2,4,300,290,Mahal
4,2,1,184,100,Sedang
3,3,1,85,120,Sedang
3,2,1,100,94,Murah
3,2,2,151,100,Sedang
4,2,1,162,175,Sedang
2,1,0,88,92,Murah
4,4,1,147,120,Sedang
3,2,1,108,95,Murah
2,1,1,72,72,Murah
2,1,1,84,60,Sedang
2,1,1,105,85,Sedang
3,2,1,55,56,Murah
3,2,1,235,200,Sedang
4,4,1,117,168,Sedang
6,4,1,182,400,Sedang
3,2,0,101,130,Sedang
6,4,0,286,450,Sedang
4,3,1,143,220,Sedang
5,5,0,127,160,Sedang
5,2,0,90,110,Sedang
2,1,0,84,60,Sedang
3,3,0,120,180,Sedang
2,1,1,83,50,Murah
5,1,1,160,230,Mahal
4,3,1,85,72,Sedang
2,1,1,114,60,Sedang
6,4,4,560,300,Mahal
3,3,2,153,140,Sedang
4,4,2,85,120,Sedang
8,3,1,327,450,Mahal
3,3,4,347,230,Mahal
2,1,0,55,40,Murah
3,3,1,100,180,Sedang
4,2,4,308,350,Mahal
3,4,0,188,150,Sedang
4,2,2,218,235,Mahal
3,3,1,144,220,Sedang
8,6,1,563,400,Sedang
4,3,2,324,181,Mahal
3,2,2,131,100,Murah
6,3,2,223,168,Mahal
4,2,2,397,297,Mahal
2,2,0,120,90,Murah
3,3,1,175,150,Sedang
6,6,1,200,230,Sedang
2,3,1,90,94,Sedang
3,2,2,184,175,Sedang
3,3,1,234,200,Sedang
2,1,1,45,30,Murah
5,3,1,200,110,Sedang
4,2,1,140,125,Murah
4,3,1,128,98,Murah
3,4,1,100,170,Sedang
3,2,1,74,129,Murah
4,3,1,155,210,Sedang
2,2,0,125,100,Murah
2,2,3,117,117,Murah
3,3,1,300,225,Sedang
3,3,1,184,175,Sedang
2,1,1,126,70,Sedang
4,4,2,95,110,Sedang
3,2,0,228,200,Sedang
5,4,3,141,250,Mahal
2,1,0,110,77,Murah
2,2,2,50,64,Murah
1,1,1,60,36,Murah
3,2,1,98,110,Sedang
4,4,1,147,100,Murah
7,4,0,135,250,Sedang
3,4,1,90,270,Sedang
3,2,1,160,160,Sedang
3,2,1,88,75,Murah
3,2,1,88,75,Murah
4,3,1,289,180,Sedang
4,3,1,244,320,Mahal
3,2,2,126,110,Sedang
3,3,1,235,200,Sedang
3,2,1,102,66,Murah
3,2,3,103,120,Sedang
3,3,2,110,145,Sedang
5,2,2,135,200,Sedang
3,3,1,110,300,Sedang
2,1,0,105,36,Murah
3,2,2,103,120,Sedang
4,3,0,159,250,Sedang
8,4,2,204,350,Mahal
5,2,1,295,200,Sedang
4,2,2,182,200,Sedang
3,2,0,88,160,Sedang
3,2,0,137,105,Sedang
2,1,0,100,50,Murah
3,2,1,83,75,Sedang
8,4,3,204,350,Mahal
4,2,1,182,200,Mahal
3,1,0,74,60,Murah
4,3,2,108,120,Sedang
2,2,1,108,65,Murah
2,2,1,62,50,Murah
6,3,2,243,150,Sedang
4,2,2,340,200,Sedang
3,2,2,121,100,Sedang
3,2,1,98,55,Sedang
3,2,2,100,125,Sedang
8,4,3,535,347,Mahal
3,3,1,102,100,Sedang
3,1,1,90,55,Murah
6,4,2,300,350,Sedang
2,2,0,64,36,Murah
3,3,1,110,200,Sedang
4,3,0,83,100,Sedang
1,2,1,147,195,Mahal
3,5,1,312,200,Sedang
5,3,0,158,220,Sedang
7,4,3,204,360,Mahal
3,2,1,284,150,Sedang
3,2,1,73,100,Sedang
6,4,4,312,230,Mahal
4,3,1,150,280,Sedang
3,2,1,94,80,Murah
4,3,1,191,170,Mahal
6,2,2,350,210,Sedang
2,1,1,88,46,Murah
2,2,1,70,50,Murah
4,3,1,167,160,Sedang
3,2,1,66,95,Sedang
3,2,3,103,120,Sedang
2,1,1,65,36,Murah
4,3,1,163,210,Murah
2,2,0,100,167,Sedang
4,2,0,130,150,Sedang
4,2,1,126,100,Sedang
4,2,0,139,119,Sedang
4,3,0,168,167,Sedang
4,2,1,89,180,Sedang
7,4,3,202,350,Mahal
3,3,0,110,200,Sedang
3,1,0,84,55,Murah
2,1,1,90,70,Murah
3,3,1,142,300,Sedang
6,4,1,320,420,Sedang
5,3,2,184,203,Sedang
4,2,0,174,348,Murah
3,2,2,100,70,Sedang
4,4,2,350,400,Mahal
4,2,2,109,250,Sedang
7,4,4,350,300,Mahal
3,2,1,310,265,Mahal
2,1,0,60,45,Murah
3,2,1,161,165,Sedang
3,2,1,103,120,Sedang
4,2,2,170,160,Sedang
5,2,1,85,126,Murah
2,2,1,64,36,Murah
2,1,1,85,40,Murah
2,1,0,136,45,Murah
4,3,0,209,134,Sedang
3,3,1,93,110,Sedang
4,3,13,136,200,Sedang
6,4,2,242,175,Sedang
2,1,1,136,45,Murah
3,2,1,105,45,Sedang
4,1,1,70,140,Murah
4,2,0,120,200,Murah
2,2,1,102,80,Murah
2,2,1,211,154,Sedang
4,2,2,459,303,Mahal
3,2,0,105,55,Murah
4,3,1,392,200,Mahal
4,2,1,90,120,Sedang
3,3,1,140,220,Sedang
2,2,1,74,61,Murah
3,2,0,132,180,Sedang
2,2,2,84,110,Sedang
3,2,2,100,150,Sedang
4,3,1,167,160,Sedang
5,4,0,170,300,Sedang
4,3,1,150,260,Sedang
7,4,1,310,265,Mahal
7,2,0,152,300,Mahal
2,2,3,103,120,Sedang
4,3,1,209,134,Sedang
5,2,2,135,200,Sedang
5,2,2,196,70,Mahal
5,2,1,300,180,Murah
3,2,2,157,300,Sedang
4,4,2,192,207,Sedang
3,2,1,102,75,Sedang
3,2,0,120,120,Sedang
6,3,0,344,450,Mahal
2,1,1,98,50,Murah
2,1,1,97,55,Murah
4,3,1,200,280,Murah
2,2,2,94,50,Murah
2,1,1,60,40,Murah
2,1,1,53,30,Murah
2,1,1,100,36,Murah
6,3,2,133,260,Sedang
2,1,1,60,50,Murah
2,1,3,184,50,Murah
2,1,1,68,42,Murah
2,1,2,235,100,Murah
2,1,1,69,42,Murah
5,4,0,74,102,Sedang
8,4,1,98,196,Murah
2,2,1,48,41,Murah
3,2,2,107,100,Murah
2,1,1,70,36,Murah
2,1,1,85,36,Murah
2,1,1,408,400,Sedang
1,1,0,61,21,Murah
2,1,1,78,45,Murah
2,1,1,60,50,Murah
2,1,1,60,40,Murah
5,4,0,350,320,Sedang
2,1,1,130,70,Murah
2,1,1,54,60,Murah
2,2,0,610,100,Sedang
1,1,1,60,22,Murah
2,1,1,67,31,Murah
3,2,0,60,60,Murah
2,2,1,102,135,Murah
2,1,0,60,40,Murah
3,2,1,83,120,Murah
3,2,2,100,50,Murah
2,1,1,72,50,Murah
2,1,2,102,60,Murah
2,1,1,72,40,Murah
1,1,1,120,100,Murah
2,2,1,45,60,Murah
2,1,1,68,36,Murah
2,1,1,60,45,Murah
2,1,1,66,36,Murah
2,1,1,70,40,Murah
2,1,1,72,36,Murah
1,1,1,58,21,Murah
2,1,1,50,30,Murah
2,1,1,42,30,Murah
2,1,1,60,36,Murah
1,1,1,60,36,Murah
2,1,1,60,36,Murah
3,2,0,60,100,Murah
2,1,0,60,45,Murah
3,1,0,126,90,Murah
2,1,0,60,45,Murah
2,2,0,71,52,Murah
3,2,0,71,80,Murah
2,1,1,74,45,Murah
3,2,1,60,120,Murah
2,1,1,60,36,Murah
2,1,1,50,30,Murah
2,1,1,42,30,Murah
2,1,1,42,30,Murah
2,1,1,35,25,Murah
1,1,1,30,21,Murah
3,2,1,288,110,Murah
3,1,0,105,90,Murah
2,1,1,125,45,Murah
2,1,1,40,60,Murah
8,3,0,223,360,Sedang
4,4,1,70,140,Murah
1,1,1,62,21,Murah
2,1,1,72,40,Murah
2,1,1,72,36,Murah
5,3,4,157,200,Sedang
2,1,1,36,66,Murah
2,1,1,72,42,Murah
3,1,1,60,42,Murah
2,1,1,66,45,Murah
2,1,0,56,66,Murah
2,1,0,95,60,Murah
2,1,0,60,36,Murah
2,2,0,58,50,Murah
2,1,0,69,40,Murah
2,2,1,60,45,Murah
3,2,0,60,120,Murah
5,4,2,533,300,Mahal
3,1,1,99,70,Murah
4,2,1,144,165,Murah
4,2,0,82,105,Murah
3,2,1,72,73,Murah
3,2,1,102,65,Murah
3,2,1,95,67,Murah
3,2,1,62,68,Murah
3,2,1,78,68,Murah
3,2,1,88,50,Murah
2,1,1,61,36,Murah
7,3,4,350,250,Sedang
3,2,1,83,50,Murah
2,1,1,62,45,Murah
4,3,0,118,168,Sedang
3,1,1,100,85,Murah
3,2,1,94,50,Murah
2,1,1,78,45,Murah
2,1,1,62,36,Murah
2,1,1,72,50,Murah
7,2,0,350,220,Sedang
3,2,1,100,90,Murah
3,1,1,57,50,Murah
2,1,1,110,100,Murah
2,1,1,60,50,Murah
2,1,1,60,36,Murah
2,1,1,87,60,Murah
2,1,1,60,36,Murah
3,2,1,60,110,Murah
2,1,1,64,38,Murah
2,1,1,60,36,Murah
2,1,1,77,40,Murah
2,1,1,91,48,Murah
3,2,1,76,120,Murah
2,1,2,68,50,Murah
3,2,2,165,90,Murah
3,2,1,79,68,Murah
3,2,0,200,250,Murah
3,2,0,84,93,Murah
3,1,1,80,60,Murah
2,1,1,110,36,Murah
3,3,1,115,175,Murah
4,3,2,202,180,Sedang
2,1,0,74,48,Murah
3,2,1,66,60,Murah
1,1,1,42,21,Murah
2,1,1,48,41,Murah
2,1,0,60,50,Murah
2,1,2,100,50,Murah
2,1,2,235,100,Murah
2,1,0,90,54,Murah
2,1,1,72,36,Murah
2,1,0,130,70,Murah
2,1,1,117,45,Murah
2,1,0,60,50,Murah
2,1,1,72,40,Murah
4,3,0,200,280,Murah
2,1,1,74,50,Murah
2,1,1,60,30,Murah
2,1,1,70,42,Murah
8,3,0,281,500,Mahal
3,1,0,80,80,Murah
3,1,1,108,70,Murah
2,1,0,74,50,Murah
3,2,0,73,100,Murah
1,1,1,60,21,Murah
3,2,1,100,70,Murah
2,1,1,100,50,Murah
2,2,1,82,75,Murah
8,3,2,281,500,Mahal
3,2,1,93,90,Murah
2,1,1,62,40,Murah
2,1,0,66,36,Murah
3,2,0,100,100,Murah
2,1,1,186,170,Sedang
2,1,1,72,46,Murah
4,3,1,200,300,Sedang
2,1,1,80,60,Murah
4,2,1,78,104,Murah
3,2,2,143,125,Murah
2,2,1,60,72,Murah
2,1,1,90,78,Murah
2,1,0,152,40,Murah
2,1,1,91,36,Murah
2,1,1,72,38,Murah
2,1,1,65,38,Murah
7,6,0,110,160,Sedang
2,1,0,102,60,Murah
3,2,2,106,150,Sedang
2,1,1,60,30,Murah
2,1,1,60,30,Murah
8,4,0,373,182,Mahal
2,1,1,96,58,Murah
1,1,1,60,38,Murah
2,1,1,140,140,Murah
3,2,1,157,120,Sedang
2,1,1,81,38,Murah
2,2,2,90,50,Murah
2,2,0,108,67,Murah
4,3,2,216,261,Mahal
2,1,1,62,38,Murah
2,1,1,62,38,Murah
4,3,1,206,200,Murah
2,1,1,90,40,Murah
2,1,1,91,61,Murah
2,1,1,81,45,Murah
2,1,1,92,61,Murah
3,2,1,87,50,Murah
2,1,1,60,40,Murah
2,1,1,65,36,Murah
3,2,1,60,100,Murah
2,1,1,70,36,Murah
2,1,0,82,50,Murah
3,1,1,70,100,Murah
2,2,0,114,90,Murah
5,1,1,80,120,Murah
2,2,1,106,120,Sedang
3,2,1,60,160,Murah
2,1,1,60,45,Murah
2,1,1,89,50,Murah
2,1,1,48,48,Murah
2,1,0,60,120,Sedang
2,1,0,72,88,Murah
2,1,2,60,45,Murah
3,2,0,78,68,Murah
3,2,0,58,68,Murah
3,2,0,71,68,Murah
3,2,0,73,69,Murah
2,1,1,50,41,Murah
2,1,1,63,45,Murah
2,1,1,85,37,Murah
5,5,0,168,350,Sedang
2,1,0,87,45,Murah
3,2,1,61,45,Murah
2,1,1,64,45,Murah
2,1,1,60,40,Murah
3,2,2,100,70,Murah
3,2,2,100,70,Murah
2,1,1,168,42,Sedang
3,2,1,102,130,Sedang
2,4,4,300,200,Mahal
2,2,0,59,56,Sedang
3,3,1,187,187,Sedang
2,2,1,83,70,Sedang
5,4,1,116,300,Sedang
2,2,1,100,70,Sedang
2,1,1,84,55,Murah
3,1,0,88,86,Sedang
2,2,0,168,150,Sedang
3,3,0,152,152,Sedang
5,3,2,136,200,Sedang
5,3,3,230,350,Sedang
4,4,0,321,250,Mahal
4,3,1,98,150,Mahal
3,2,1,250,200,Sedang
3,2,1,63,180,Sedang
3,7,4,192,320,Mahal
8,3,0,197,170,Sedang
3,2,1,207,130,Mahal
5,2,5,380,314,Mahal
6,3,0,574,353,Mahal
1,1,0,45,40,Murah
2,2,1,113,95,Murah
4,2,0,140,140,Sedang
4,3,2,269,140,Mahal
4,5,2,109,235,Sedang
3,2,0,165,120,Sedang
4,2,1,200,200,Mahal
3,2,2,130,150,Sedang
3,2,1,144,300,Mahal
3,4,1,120,200,Sedang
4,2,0,418,260,Mahal
4,2,1,418,260,Mahal
3,2,0,139,110,Mahal
4,3,2,521,500,Mahal
4,3,1,277,324,Mahal
5,3,2,333,214,Sedang
4,2,1,160,115,Sedang
5,3,1,230,350,Sedang
3,3,1,216,200,Mahal
2,2,1,59,56,Sedang
2,1,1,99,70,Sedang
4,3,2,255,250,Mahal
3,2,1,70,116,Sedang
2,1,0,80,90,Murah
4,2,2,400,400,Mahal
4,2,2,400,275,Mahal
4,3,5,402,520,Mahal
4,3,2,104,150,Mahal
3,3,2,102,140,Sedang
2,2,0,145,70,Sedang
3,3,0,153,153,Sedang
3,2,2,141,98,Sedang
3,2,1,135,200,Sedang
4,4,4,443,250,Mahal
2,1,0,85,61,Murah
4,2,4,300,200,Mahal
4,3,1,98,50,Mahal
2,2,0,100,77,Sedang
3,3,1,117,80,Sedang
2,2,1,160,120,Sedang
5,4,0,241,280,Mahal
3,3,1,153,153,Sedang
4,3,0,303,350,Mahal
5,4,2,132,300,Mahal
8,5,0,355,500,Sedang
3,2,0,100,165,Sedang
3,2,0,98,196,Sedang
2,1,1,60,38,Murah
5,3,0,248,200,Mahal
3,2,0,68,68,Murah
2,2,0,59,56,Sedang
2,2,0,137,100,Sedang
6,3,3,432,300,Mahal
2,2,1,163,100,Sedang
7,4,2,215,400,Mahal
2,2,1,110,60,Sedang
6,4,2,435,300,Mahal
5,3,0,121,240,Sedang
3,1,0,280,210,Sedang
3,2,2,361,339,Mahal
5,4,3,402,540,Mahal
2,2,1,88,58,Sedang
5,3,1,309,330,Mahal
4,1,0,48,96,Murah
4,2,2,239,208,Mahal
8,4,3,400,150,Mahal
3,2,0,136,280,Mahal
4,4,0,280,219,Mahal
5,4,0,309,350,Mahal
4,3,2,303,350,Mahal
3,3,0,152,152,Sedang
3,1,0,87,174,Murah
7,4,2,250,400,Mahal
2,1,0,78,90,Murah
6,4,4,321,250,Mahal
6,3,3,176,400,Sedang
3,3,2,124,140,Sedang
3,2,2,269,150,Mahal
2,1,0,51,51,Murah
4,2,2,418,260,Mahal
4,2,1,297,220,Mahal
7,2,2,289,200,Mahal
3,2,1,65,73,Murah
4,3,0,143,100,Sedang
5,3,3,462,550,Mahal
3,1,0,48,48,Murah
3,2,0,146,154,Sedang
3,3,1,114,215,Sedang
4,1,0,48,96,Murah
2,2,1,100,80,Murah
5,2,0,139,100,Sedang
2,1,0,93,82,Murah
3,2,0,225,219,Mahal
4,3,1,235,250,Mahal
5,4,0,280,219,Mahal
3,2,0,100,100,Murah
5,2,2,213,320,Mahal
3,2,1,144,190,Mahal
2,2,1,160,120,Sedang
2,2,1,110,70,Sedang
3,2,1,108,79,Sedang
3,1,1,85,157,Sedang
3,1,0,85,157,Sedang
3,2,0,140,140,Sedang
4,4,0,100,100,Sedang
6,7,0,60,120,Murah
5,3,1,209,170,Mahal
4,1,0,115,100,Murah
2,1,1,72,45,Sedang
3,3,2,205,300,Sedang
3,2,0,108,96,Sedang
2,2,1,83,70,Sedang
3,1,0,78,90,Murah
5,4,1,210,250,Sedang
4,2,1,166,120,Sedang
3,2,1,130,120,Sedang
5,3,2,136,280,Mahal
5,4,2,275,300,Mahal
3,2,1,189,175,Sedang
4,3,2,236,400,Mahal
4,2,2,300,200,Mahal
3,2,0,172,160,Sedang
4,2,2,164,250,Mahal
2,2,1,88,58,Murah
3,1,0,83,80,Murah
3,2,0,122,134,Sedang
4,4,1,176,250,Mahal
4,3,0,198,200,Mahal
3,1,1,172,160,Sedang
2,1,0,50,40,Murah
3,2,1,144,190,Mahal
3,4,2,102,140,Sedang
3,2,0,80,110,Sedang
3,4,3,130,273,Mahal
2,2,2,160,120,Sedang
5,4,2,303,350,Mahal
4,2,1,140,120,Sedang
5,4,1,116,300,Sedang
4,2,1,327,300,Sedang
3,2,1,102,130,Sedang
7,3,0,196,258,Sedang
2,1,0,53,102,Murah
1,4,2,213,320,Mahal
2,2,2,99,70,Sedang
5,5,0,165,165,Sedang
4,2,3,213,200,Mahal
3,3,1,153,153,Sedang
2,2,0,163,100,Sedang
5,4,0,241,400,Sedang
1,1,0,60,60,Murah
7,3,0,285,330,Sedang
2,3,1,70,83,Sedang
4,4,1,127,297,Sedang
3,1,0,72,72,Murah
4,3,1,269,140,Mahal
4,3,1,104,125,Sedang
4,3,4,430,300,Mahal
3,2,2,98,150,Mahal
5,3,1,92,211,Sedang
5,3,0,462,550,Mahal
5,2,1,146,91,Sedang
2,2,1,71,45,Sedang
2,2,0,110,77,Sedang
5,5,2,213,150,Sedang
2,2,1,172,160,Sedang
6,3,3,280,280,Sedang
4,4,1,140,140,Murah
2,1,1,65,45,Sedang
4,2,0,198,180,Mahal
3,2,0,207,150,Mahal
2,1,0,90,70,Sedang
4,1,3,285,350,Mahal
3,2,10,150,100,Sedang
5,5,4,198,370,Mahal
3,2,0,65,130,Sedang
2,2,1,100,80,Sedang
5,4,0,325,400,Mahal
5,4,2,390,299,Mahal
5,5,2,186,180,Mahal
5,6,4,236,400,Mahal
3,2,2,164,450,Mahal
4,2,1,78,100,Murah
1,1,0,55,35,Murah
3,3,0,450,300,Mahal
3,2,1,260,195,Sedang
3,2,3,252,240,Sedang
4,3,3,510,400,Mahal
4,4,2,510,432,Mahal
4,3,2,291,175,Sedang
4,3,3,340,300,Mahal
3,3,2,300,190,Mahal
3,2,1,220,120,Mahal
4,4,2,360,300,Mahal
4,4,2,360,300,Mahal
4,4,0,360,300,Mahal
4,2,2,357,170,Mahal
3,3,0,400,275,Mahal
3,2,1,450,300,Mahal
3,3,1,450,300,Mahal
3,2,2,450,300,Mahal
6,4,2,375,250,Sedang
4,3,2,510,500,Mahal
3,4,4,172,150,Sedang
4,3,2,164,350,Mahal
4,4,1,168,300,Murah
2,2,0,120,146,Sedang
5,3,2,360,266,Mahal
3,3,2,262,250,Mahal
5,4,1,390,299,Mahal
5,4,4,510,400,Mahal
3,3,0,349,370,Mahal
3,4,2,340,400,Mahal
3,2,0,255,158,Sedang
4,3,3,490,400,Mahal
3,2,2,400,274,Mahal
5,4,0,243,300,Mahal
3,3,1,100,250,Sedang
3,2,1,260,195,Sedang
5,3,1,500,425,Mahal
3,3,1,72,71,Sedang
5,2,1,546,400,Mahal
5,5,2,253,350,Mahal
5,4,5,513,350,Mahal
3,2,1,130,131,Sedang
5,3,3,550,450,Mahal
2,2,1,70,40,Murah
3,2,1,120,160,Sedang
3,3,0,230,350,Mahal
5,6,0,236,400,Mahal
5,4,0,186,190,Mahal
3,3,2,200,300,Mahal
3,2,1,291,175,Sedang
3,2,1,264,195,Sedang
3,2,2,510,350,Mahal
3,3,3,450,300,Mahal
5,3,2,360,256,Mahal
3,2,2,150,350,Mahal
3,3,5,521,300,Mahal
3,2,1,72,65,Murah
4,3,2,540,380,Mahal
4,5,2,225,350,Sedang
3,3,0,262,250,Mahal
4,4,2,360,300,Mahal
4,3,0,510,400,Mahal
3,2,0,450,300,Mahal
4,2,1,357,170,Mahal
2,1,1,63,36,Murah
3,2,2,302,150,Mahal
2,2,1,70,40,Murah
3,3,1,120,146,Sedang
2,2,1,70,40,Murah
4,3,2,300,300,Sedang
4,3,1,360,300,Mahal
2,3,4,391,170,Mahal
5,4,1,210,224,Mahal
3,3,2,387,225,Mahal
3,2,1,161,157,Sedang
3,2,2,173,116,Sedang
4,3,2,510,275,Mahal
8,4,6,507,304,Mahal
4,2,0,445,300,Mahal
4,2,4,445,300,Mahal
4,3,1,339,370,Mahal
2,2,2,171,140,Sedang
4,3,2,540,380,Mahal
3,3,0,349,370,Mahal
2,1,1,132,80,Murah
3,3,2,450,300,Mahal
8,4,5,234,300,Mahal
8,7,0,200,300,Sedang
4,3,2,510,360,Mahal
4,3,0,180,330,Mahal
4,5,0,226,300,Mahal
5,4,0,186,180,Mahal
5,6,1,236,400,Mahal
4,3,0,178,143,Sedang
2,1,0,34,70,Murah
3,3,1,400,275,Mahal
3,5,1,172,150,Sedang
3,3,1,200,165,Sedang
4,3,1,500,350,Mahal
5,5,0,198,200,Mahal
3,2,1,112,114,Sedang
4,4,2,300,360,Mahal
3,3,8,510,500,Mahal
3,5,1,172,150,Sedang
4,5,2,340,400,Mahal
5,3,2,450,500,Mahal
4,4,2,300,360,Mahal
3,5,3,172,150,Sedang
3,2,1,216,376,Mahal
2,1,2,342,350,Sedang
5,6,0,235,370,Mahal
5,5,2,510,475,Mahal
3,2,0,219,250,Sedang
4,4,0,194,78,Mahal
3,2,1,175,300,Mahal
4,3,2,510,350,Mahal
3,3,1,163,150,Sedang
4,3,1,120,222,Sedang
4,4,0,270,350,Mahal
4,4,2,270,350,Mahal
6,6,4,360,450,Mahal
4,4,0,315,215,Mahal
3,2,3,264,264,Sedang
4,4,0,339,370,Mahal
4,4,2,365,500,Mahal
5,5,0,501,300,Mahal
1,2,0,53,80,Sedang
3,3,1,205,175,Sedang
4,4,1,264,244,Mahal
4,3,3,521,120,Mahal
4,2,1,510,480,Mahal
4,4,2,300,250,Mahal
4,4,3,200,300,Sedang
3,3,1,200,300,Mahal
4,3,0,164,350,Mahal
4,4,1,258,378,Mahal
4,4,0,258,378,Mahal
4,3,2,258,210,Mahal
5,4,0,210,250,Mahal
2,1,0,40,60,Murah
4,4,2,510,400,Mahal
6,4,1,290,250,Mahal
5,4,2,232,300,Mahal
4,3,0,100,250,Sedang
4,2,1,135,200,Murah
5,4,2,554,360,Mahal
4,3,2,130,131,Sedang
4,3,2,135,224,Mahal
6,4,1,112,250,Sedang
2,2,0,135,130,Sedang
4,4,2,203,228,Mahal
4,2,1,89,178,Sedang
6,4,0,166,240,Mahal
4,3,0,114,250,Sedang
6,2,1,230,200,Mahal
5,2,0,106,106,Murah
5,2,1,98,170,Sedang
7,6,4,319,350,Mahal
5,3,3,330,250,Mahal
8,4,2,80,168,Sedang
3,3,0,190,210,Mahal
3,2,1,320,170,Mahal
4,3,1,246,150,Sedang
8,5,2,140,400,Mahal
7,4,0,98,120,Murah
3,3,1,300,135,Mahal
4,2,1,228,150,Mahal
3,2,2,127,150,Sedang
6,6,1,127,250,Murah
6,3,2,392,300,Mahal
5,4,1,232,400,Mahal
1,2,2,95,140,Sedang
4,3,1,162,210,Mahal
4,3,1,173,235,Mahal
5,4,0,550,300,Mahal
4,3,1,301,226,Mahal
6,4,1,166,240,Mahal
4,5,3,550,293,Mahal
5,5,0,232,300,Mahal
7,4,2,120,200,Sedang
6,4,0,166,240,Mahal
4,3,2,265,300,Mahal
4,3,0,280,200,Mahal
4,5,1,150,257,Sedang
6,3,6,557,300,Mahal
6,3,1,300,300,Sedang
4,3,2,119,264,Mahal
3,3,2,355,250,Mahal
7,4,0,140,200,Sedang
2,1,1,98,80,Sedang
4,2,0,99,200,Sedang
3,2,2,300,172,Mahal
4,3,1,246,140,Sedang
3,2,1,165,96,Sedang
5,2,0,86,156,Murah
5,4,2,248,250,Sedang
3,2,0,70,45,Murah
3,2,0,81,156,Sedang
3,2,2,72,65,Murah
6,3,1,166,250,Mahal
3,3,1,173,250,Mahal
4,3,0,326,223,Mahal
5,3,1,105,104,Sedang
4,3,2,117,122,Sedang
4,4,1,128,150,Sedang
4,3,2,135,142,Sedang
2,1,0,66,60,Murah
4,3,2,120,115,Sedang
3,2,0,120,105,Sedang
5,4,3,228,252,Mahal
3,2,1,90,75,Sedang
3,2,1,90,120,Murah
4,2,0,105,90,Sedang
4,2,0,105,97,Sedang
3,2,1,162,124,Sedang
4,2,1,105,104,Sedang
4,3,0,180,120,Sedang
2,2,1,66,54,Sedang
2,2,1,108,62,Sedang
4,2,2,108,150,Sedang
4,3,1,112,140,Sedang
2,1,0,90,42,Murah
2,2,1,117,100,Sedang
4,4,0,180,215,Mahal
2,2,0,66,62,Sedang
3,1,1,84,60,Murah
4,3,1,144,172,Mahal
4,3,1,164,140,Mahal
2,2,1,66,54,Sedang
4,4,1,144,157,Sedang
2,2,1,128,133,Sedang
2,2,1,66,54,Sedang
4,3,2,150,135,Mahal
3,3,1,112,132,Sedang
2,1,1,72,50,Murah
2,1,1,60,40,Murah
2,2,1,105,118,Sedang
2,2,0,66,70,Sedang
4,3,2,302,253,Mahal
2,1,1,84,60,Murah
3,2,0,90,75,Sedang
2,1,1,144,100,Murah
4,2,1,140,200,Sedang
3,3,10,144,157,Sedang
3,3,1,120,142,Sedang
3,3,1,135,147,Mahal
3,2,1,105,130,Sedang
3,2,1,105,130,Sedang
3,3,1,144,160,Mahal
5,3,3,600,450,Mahal
2,1,1,84,50,Murah
2,1,1,72,41,Murah
5,4,1,300,388,Mahal
3,2,2,107,150,Sedang
2,2,1,66,66,Sedang
2,1,1,62,38,Murah
2,2,1,69,65,Murah
2,1,1,84,60,Murah
3,2,1,105,77,Sedang
4,3,2,132,130,Sedang
2,2,1,109,62,Sedang
3,3,0,132,130,Sedang
5,3,0,185,180,Sedang
3,2,0,61,69,Murah
3,2,0,62,69,Murah
3,2,0,120,142,Mahal
2,2,1,66,54,Sedang
3,2,0,84,100,Murah
2,2,0,77,21,Sedang
4,2,1,112,120,Sedang
2,1,1,90,42,Murah
2,2,1,66,55,Sedang
3,2,0,60,68,Murah
4,3,0,120,137,Sedang
3,2,2,218,128,Murah
2,1,1,128,133,Sedang
2,2,0,128,133,Sedang
2,2,1,77,105,Sedang
4,3,2,162,182,Mahal
4,3,1,305,216,Mahal
2,1,1,90,70,Murah
2,2,0,90,75,Murah
4,2,1,118,120,Sedang
4,2,1,90,120,Murah
4,3,1,130,200,Sedang
4,1,2,135,142,Sedang
2,1,1,90,60,Murah
3,2,2,90,75,Sedang
3,1,1,72,89,Murah
4,2,0,84,180,Murah
2,2,0,66,54,Sedang
2,2,1,77,62,Sedang
2,1,1,55,40,Murah
3,3,0,90,86,Sedang
3,2,1,92,130,Murah
2,2,0,117,100,Sedang
2,1,1,60,60,Murah
4,2,0,105,97,Sedang
2,2,0,105,75,Sedang
5,5,2,232,252,Mahal
4,4,1,128,133,Sedang
4,3,0,162,210,Mahal
3,2,0,105,130,Sedang
4,3,0,132,130,Sedang
2,2,0,105,77,Sedang
2,2,0,163,77,Mahal
3,2,0,107,103,Sedang
2,2,1,66,66,Sedang
3,3,1,120,144,Sedang
3,2,0,105,115,Sedang
4,3,1,120,130,Sedang
6,3,1,238,230,Sedang
2,2,0,105,80,Sedang
2,2,1,77,105,Sedang
4,2,0,105,104,Sedang
2,1,0,105,48,Murah
5,3,0,450,550,Mahal
3,3,1,175,250,Murah
3,2,0,280,500,Sedang
3,3,1,66,54,Sedang
2,1,0,90,120,Murah
